459.598,174.32,0,0,0,0,0,1,0,0,1
402.135,86.6727,0,0,0,0,0,2,0,0,1
200.319,450.991,0,0,0,0,0,1,0,0,1
326.951,29.5416,0,0,5,0,0,5,0,0,2
322.989,494.03,0,0,0,0,0,2,0,0,1
356.105,459.411,0,0,0,0,0,0,0,0,3
430.461,451.954,0,0,0,0,0,2,0,0,1
365.54,451.83,0,0,0,0,0,1,0,0,1
163.532,349.077,0,0,0,0,0,0,0,0,3
391.895,246.258,0,0,0,0,0,1,0,0,1
174.541,2.08416,0,0,0,0,0,2,0,0,3
132.701,157.129,0,0,0,0,0,0,0,0,3
240.846,347.864,0,0,0,0,0,1,0,0,1
458.521,92.1267,0,0,0,0,0,1,0,0,1
111.301,391.031,0,0,0,0,0,2,0,0,3
197.904,300.918,0,0,0,0,0,0,0,0,3
454.892,157.624,0,0,0,0,0,1,0,0,1
16.7114,71.8417,0,0,0,0,0,0,0,0,3
119.984,497.293,0,0,0,0,0,0,0,0,3
184.991,97.7554,0,0,0,0,0,0,0,0,3
195.805,89.9784,0,0,26,0,0,0,0,0,2
108.997,114.72,0,0,0,0,0,0,0,0,3
90.0682,258.515,0,0,0,0,0,0,0,0,3
460.891,20.7807,1,0,2,0,0,8,0,0,2
31.5928,472.444,0,0,2,0,0,0,0,0,2
490.983,133.312,5,0,13,0,0,1,0,0,2
191.433,375.354,0,0,0,0,0,0,0,0,3
35.8502,460.668,0,0,0,0,0,0,0,0,3
36.3797,750.162,0,0,0,0,1,1,0,0,1
326.994,659.856,0,0,0,0,0,1,0,0,1
196.472,862.448,0,0,0,0,0,2,0,0,1
225.066,729.128,0,0,0,0,0,1,0,0,1
310.614,571.862,0,0,0,0,0,1,0,0,1
65.2062,800.864,0,0,0,0,1,9,0,0,1
203.566,885.251,0,0,0,0,0,1,0,0,1
66.2206,845.05,0,0,0,0,0,1,0,0,1
31.8441,604.113,0,0,1,0,0,2,0,0,2
472.072,928.533,0,0,0,0,0,2,0,0,1
241.075,923.366,0,0,0,0,0,3,0,0,1
393.885,798.188,0,0,0,0,0,2,0,0,1
48.2223,541.87,0,0,0,0,0,2,0,0,1
197.449,757.095,0,0,0,0,0,3,0,0,1
311.244,614.18,0,0,2,0,0,2,0,0,2
322.683,515.966,0,0,0,0,0,2,0,0,1
276.042,517.586,0,0,0,0,0,3,0,0,1
184.436,614.108,0,0,0,0,0,1,0,0,1
322.24,800.841,0,0,4,0,0,6,0,0,2
376.39,624.104,0,0,0,0,0,1,0,0,1
400.009,762.402,0,0,0,0,0,4,0,0,1
7.21912,889.228,0,0,0,0,1,3,0,0,1
163.177,645.637,0,0,0,0,0,5,0,0,3
